SMILES,MF
CN(C)C1=CC=C(N=NC2=CC=CC=C2)C=C1,C14H15N3
CC1=NC(=NC(=C1)C2CC2)NC3=CC=CC=C3,C14H15N3
CC1=C(N)C=CC(N=NC2=C(C)C=CC=C2)=C1,C14H15N3
COC1=CC2=C3C(=C1)C=CC=C3CN(C(N)=NO)C2,C14H15N3O2
CN(C)C1=CC=C(N=NC2=CC=C(S(=O)(=O)O)C=C2)C=C1,C14H15N3O3S
CCN(CC)C(=O)\C(=C/C1=CC(=C(O)C(=C1)[N+]([O-])=O)O)C#N,C14H15N3O5
COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2,C14H15N5O6S
O=C1N(SC2CCCCC2)C(=O)c3ccccc13,C14H15NO2S
CCOC(=O)C(NC=O)=CC=Cc1ccccc1,C14H15NO3
OCCN1C=CC(=O)C(=C1C(O)C2=CC=CC=C2)O,C14H15NO4
OC(=O)C1CCCN1C(=O)COC(=O)C2=CC=CC=C2,C14H15NO5
OC(=O)[C@@H]1CCCN1C(=O)COC(=O)c2ccccc2,C14H15NO5
OC1C(O)C(O)C2C(NC(=O)C3=C(O)C4=C(OCO4)C=C23)C1O,C14H15NO8
CCO[P](=O)(Sc1ccccc1)Sc2ccccc2,C14H15O2PS2
Cc1ccccc1O[P](S)(=S)Oc2ccccc2C,C14H15O2PS2
Cc1cccc(C)c1N(Cn2cccn2)C(=O)CCl,C14H16ClN3O
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,C14H16ClN3O2
COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2OCCCl)n1,C14H16ClN5O5S
CN(C)CC(O)C1=C2C=CC=CC2=C(Cl)C=C1,C14H16ClNO
Cc1cccc(C)c1N(C2CCOC2=O)C(=O)CCl,C14H16ClNO3
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,C14H16ClO5PS
CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C,C14H16ClO5PS
CCO[P](=O)(OCC)OC1=CC2=C(C=C1)C(=C(Cl)C(=O)O2)C,C14H16ClO6P
CCCN(CC1CC1)c2c(cc(cc2[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,C14H16F3N3O4
CCC1(C)Nc2cccc3cccc(N1)c23,C14H16N2
Nc1ccc(CCc2ccc(N)cc2)cc1,C14H16N2
Cc1cc(ccc1N)c2ccc(N)c(C)c2,C14H16N2
CCOC(=O)C1=CN=C[N]1C(C)C2=CC=CC=C2,C14H16N2O2
COc1cc(ccc1N)c2ccc(N)c(OC)c2,C14H16N2O2
CCC1=CC=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1,C14H16N2O2S
Nc1ccc(cc1)[S](=O)(=O)c2ccc(NCCO)cc2,C14H16N2O3S
CC(=O)CC(=O)Nc1ccc(NC(=O)CC(C)=O)cc1,C14H16N2O4
NC(=O)C1CCCN1C(=O)COC(=O)C2=CC=CC=C2,C14H16N2O4
COc1cc(c(OC)cc1N)[S](=O)(=O)Nc2ccccc2,C14H16N2O4S
CN(C)CC1=C(O)C=CC(C(=O)C2=CSC(S(N)(=O)=O)=C2)=C1,C14H16N2O4S2
COC1=CC=C(CC2NC(=O)N(C(C)C(=O)O)C2=O)C=C1,C14H16N2O5
CN(C)c1ccc(cc1)N=Nc2ccc(N)cc2,C14H16N4
NC1=CC=C(S(=O)(=O)NC2=NC3=C(C=N2)CCCC3)C=C1,C14H16N4O2S
CCN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(NC(C)=O)C=C2,C14H16N4O4S
[O-][N+](=O)C1=C(C=C(C(=O)N2CCCCC2)C(=C1)[N+]([O-])=O)N3CC3,C14H16N4O5
CC(C)COc1ccc2ccccc2c1,C14H16O
CC1(C)OCC(COC(=O)C2=C(C(=O)O)C=CC=C2)O1,C14H16O6
COC(=O)C1(CCCCC1)[S](=O)(=O)c2ccc(Br)cc2,C14H17BrO4S
CCCCC(O)(Cn1cncn1)c2ccc(Cl)cc2Cl,C14H17Cl2N3O
N[S](=O)(=O)c1cc2c(CN(C3CCCCC3)C2=O)cc1Cl,C14H17ClN2O3S
CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,C14H17ClNO4PS2
CC(C)(C)OC(=O)C1(CC1)[S](=O)(=O)c2ccc(Cl)cc2,C14H17ClO4S
CCO[P](=S)(OCC)OC1=NN(C(=O)C=C1)c2ccccc2,C14H17N2O4PS
CC1CN(C)C(C)C2=NC3=C(C=CC=C3)C(=O)N12,C14H17N3O
CCCN1CN2C(=O)C3=C(C=CC=C3)N=C2C1C,C14H17N3O
CCN1CCN2C(=O)C3=C(C=CC=C3)N=C2C1C,C14H17N3O
NCCNC1=CC=C(S(=O)(=O)C2=CC=C(N)C=C2)C=C1,C14H17N3O2S
CC(C)C1(C)N=C(NC1=O)c2ncc(C)cc2C(O)=O,C14H17N3O3
CCOC(=O)CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,C14H17N3O4S2
CCN1C=C(C(O)=O)C(=O)c2cnc(nc12)N3CCNCC3,C14H17N5O3
CC[S](=O)(=O)c1cccnc1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,C14H17N5O7S2
CCN(CC)C1=CC2=C(C=C1)C(C)=CC(=O)O2,C14H17NO2
CCC1(CCC(=O)N(CO)C1=O)C2=CC=CC=C2,C14H17NO3
O=C(COC(=O)c1ccccc1)N2CCCCC2,C14H17NO3
OC1CCN(CC1)C(=O)COC(=O)c2ccccc2,C14H17NO4
CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1,C14H17NO5
CC(C)OC(=O)c1cc(cc(c1)[N+]([O-])=O)C(=O)OC(C)C,C14H17NO6
CC(C)OC(=O)C1(CCC1)[S](=O)(=O)c2ccc(cc2)[N+]([O-])=O,C14H17NO6S
CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,C14H18Cl2O4
CCCS[P](=O)(OCC)Oc1cnn(c1)c2ccc(Cl)cc2,C14H18ClN2O3PS
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,C14H18ClN3O2
CC(C)(C)[C@@H](O)[C@H](Oc1ccc(Cl)cc1)n2cncn2,C14H18ClN3O2
CC(C)(C)[C@H](O)[C@H](Oc1ccc(Cl)cc1)n2cncn2,C14H18ClN3O2
CC1=C(C(C)C)C(=O)N(C2=CC=CC=C2)N1C,C14H18N2O
CCC1(CC)C(=O)N(C)N(C2=CC=CC=C2)C1=O,C14H18N2O2
CCC1(C(=O)NC(=O)NC1=O)C2=CC3CCC(C3)C2,C14H18N2O3
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,C14H18N2O3
COCC(=O)N(N1CCOC1=O)c2c(C)cccc2C,C14H18N2O4
CC(C)NCC1=CC=CC(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)=C1,C14H18N2O4S3
CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,C14H18N2O5
O=C1NCC(=O)N(CC(O)C(O)C(O)CO)C2=C1C=CC=C2,C14H18N2O6
[Na+].[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CCN(CC([O-])=O)CC([O-])=O,C14H18N3Na5O10
CCNC(=O)NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O,C14H18N4O2
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,C14H18N4O3
CCCCNC(=O)[N]1C(=NC2=C1C=CC=C2)NC(=O)OC,C14H18N4O3
CCC(C)N1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,C14H18N4O3S
CC(C)CN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,C14H18N4O3S
CCCCN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,C14H18N4O3S
CCOC(=O)c1cnn(C)c1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,C14H18N6O7S
CCCCC/C(C=O)=C/c1ccccc1,C14H18O
OC(=O)\C=C/C(=O)OCCOCCOCCOC(=O)\C=C/C(O)=O,C14H18O10
CCCOC(=O)C1=C(C(=O)OCCC)C=CC=C1,C14H18O4
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,C14H18O4
CCOCCOC(=O)/C=C/c1ccc(OC)cc1,C14H18O4
CC(C)OC(=O)C1(CC1)[S](=O)(=O)c2ccc(C)cc2,C14H18O4S
CCOC(=O)C1(CCC1)[S](=O)(=O)c2ccc(C)cc2,C14H18O4S
COC(=O)C1(CCCCC1)[S](=O)(=O)C2=CC=CC=C2,C14H18O4S
O=C(OCC1CO1)C2CC=CCC2C(=O)OCC3CO3,C14H18O6
COCCOC(=O)c1ccccc1C(=O)OCCOC,C14H18O6
CC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,C14H18O7
CC(=O)C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,C14H18O7
CCCCCCCOC(=O)C1=CC(Br)=C(O)C=C1,C14H19BrO3
OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,C14H19Cl2NO2
CCCCCCCOC(=O)C1=CC(Cl)=C(O)C=C1,C14H19ClO3
CC(C)(C)C(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,C14H19IN2O6
CCCCC(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,C14H19IN2O6
CCCCCCCOC(=O)C1=CC(I)=C(O)C=C1,C14H19IO3
Cc1cc(cc(C)c1CC#N)C(C)(C)C,C14H19N
COC1=C2CCCC3CN(C(=N)N)CC(=C23)C=C1,C14H19N3O
CC1=CC=C2CN(C(N)=NO)CC3CCCC1=C23,C14H19N3O
COC1=C2CCCC3CN(C(N)=NO)CC(=C23)C=C1,C14H19N3O2
CN(C)CCN(Cc1sccc1)c2ccccn2,C14H19N3S
CCN(CC)C(=O)CCC(=O)OC[N]1N=CC2=C1N=CNC2=O,C14H19N5O4
CCOc1ccc2NC(C)(C)C=C(C)c2c1,C14H19NO
Cc1cc(c(O)c(C)c1CC#N)C(C)(C)C,C14H19NO
CCN(CC)C(=O)C(C)OC(=O)C1=CC=CC=C1,C14H19NO3
CC(C)C1OC(O)C(CC2=CC=CC=C2)NC1=O,C14H19NO3
CCCCCC(=O)OC1=CC=C(NC(C)=O)C=C1,C14H19NO3
COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1,C14H19NO4
COc2ccc(CC1NCC(O)C1OC(C)=O)cc2,C14H19NO4
CO[P](=O)(OC)OC(/C)=C/C(=O)OC(C)c1ccccc1,C14H19O6P
CN(Cc1cc(Br)cc(Br)c1N)C2CCCCC2,C14H20Br2N2
CCOCN(C(=O)CCl)c1c(C)cccc1CC,C14H20ClNO2
CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,C14H20ClNO2
CC1CCCCC1NC(=O)Nc2ccccc2,C14H20N2O
CC(C)NCC(O)COc1cccc2[nH]ccc12,C14H20N2O2
CCC1=C(CCCC1)C2(CC)C(=O)NC(=O)NC2=O,C14H20N2O3
Cc1ccc(cc1)[S](=O)(=O)NC(=O)NC2CCCCC2,C14H20N2O3S
CNc1ccc(O)cc1.CNc2ccc(O)cc2.O[S](O)(=O)=O,C14H20N2O6S
CCOC(=O)c1cn2nc(O[P](=S)(OCC)OCC)cc2nc1C,C14H20N3O5PS
CCCCCCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,C14H20N4O2S
CCCCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,C14H20N4O4
CCCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,C14H20N4O4
C1CCC(CC1)OCCc2ccccc2,C14H20O
CC(Cc1ccc(cc1)C(C)(C)C)C=O,C14H20O
O=CCC\C=C1/CC2CC1C3CCCC23,C14H20O
CCCC(=O)OC(C)(C)Cc1ccccc1,C14H20O2
CC1CC(C)(C)OC(Cc2ccccc2)O1,C14H20O2
CCCCCCCOC(=O)c1ccc(O)cc1,C14H20O3
O=C(OCC1CCC2OC2C1)C3CCC4OC4C3,C14H20O4
CCC(=O)N(C1CC[NH2+]CC1)c2ccccc2,C14H21N2O+
O=[P](Oc1ccccc1)(N2CCOCC2)N3CCOCC3,C14H21N2O4P
CCCCCCCC(=O)NNC(=O)C1=CC=NC=C1,C14H21N3O2
CCCCCCN(C)N=NC1=CC=C(C(=O)O)C=C1,C14H21N3O2
CC(C)NCC1CCC2=C(N1)C=C(C(=C2)CO)[N+]([O-])=O,C14H21N3O3
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,C14H21N3O3
Cc1ccc(cc1)[S](=O)(=O)NC(=O)NN2CCCCCC2,C14H21N3O3S
CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,C14H21N3O4
CC(O)C1C(=O)N2C(C(=O)O)=C(SCC(=N)N(C)C)C(C)C12,C14H21N3O4S
CCCCCCCOC(=O)c1ccc(N)cc1,C14H21NO2
CCCCCCCCOC(=O)c1cccnc1,C14H21NO2
CCCC(CCC)(C(=O)NO)C1=CC=CC=C1,C14H21NO2
CC1=CC(C)=C(CC(C)(C)C(=O)NO)C(C)=C1,C14H21NO2
CCC(CC)(CC1=CC=C(C)C=C1)C(=O)NO,C14H21NO2
CCCCCCOC1=CC(O)=C(C(C)=NO)C=C1,C14H21NO3
CON(C1CCCCC1)C(=O)C2=C(C)OC(=C2)C,C14H21NO3
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,C14H21NO4
CCCCCOC(=O)C(N)CC1=CC(=C(O)C=C1)O,C14H21NO4
CCCN(CCC)C(=O)SCc1ccccc1,C14H21NOS
[Ru+3].[Ru+3].[Ru+3].CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O,C14H21O14Ru3+2
CCCCCCCCc1ccccc1,C14H22
CCN(CC)CCNC(=O)C1=CC(=C(N)C=C1OC)Cl,C14H22ClN3O2
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,C14H22N2O
CCCCCCCCNC(=O)c1cccnc1,C14H22N2O
CCN(CC)CC(C)OC(=O)C1=CC=C(N)C=C1,C14H22N2O2
CCN(CC)C(C)COC(=O)C1=CC=C(N)C=C1,C14H22N2O2
c1cc(N)ccc1C(=O)OCCNCCCCC,C14H22N2O2
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,C14H22N2O3
O=C1NC(=O)C2(CCCCCCCCCC2)C(=O)N1,C14H22N2O3
CCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,C14H22N2O3S
CCOC(=O)C(C)(C(=O)NC(=O)NC)C1=CCCCC1,C14H22N2O4
CNC(=O)NC(=O)C(C)(C(=O)OCOC)C1=CCCCC1,C14H22N2O5
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)[S](=O)(=O)N=[S](C)C)[N+]([O-])=O,C14H22N4O6S2
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,C14H22O
CC(C)(C)c1cccc(c1O)C(C)(C)C,C14H22O
CC(=O)C(\C)=C/C1C(=CCCC1(C)C)C,C14H22O
CC[C@@H](C)c1cccc([C@@H](C)CC)c1O,C14H22O
CCC(=O)/C=C/C1=C(C)CCCC1(C)C,C14H22O
C[C@@H]1CC=C(C)[C@H](\C=C\C(C)=O)C1(C)C,C14H22O
CC(C)(C)CC(C)(C)c1ccc(O)cc1,C14H22O
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,C14H22O
CCC(=O)/C=C/C1C(=CCCC1(C)C)C,C14H22O
CCCCCC(CO)Cc1ccccc1,C14H22O
CCCC(O)(CCC)C(O)c1ccccc1,C14H22O2
CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,C14H22O2
COC(=O)C1CC2(CCC1(C)C=C2)C(C)C,C14H22O2
CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C,C14H22O4
CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,C14H22O6
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,C14H22O7
CC(=O)O[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H]3COC(C)(C)O3,C14H22O7
CC(=O)OC1C(C2COC(C)(C)O2)OC2OC(C)(C)OC21,C14H22O7
[H+].[Cl-].CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,C14H23Cl2N3O2
Cc1cccc(C)c1NC(=O)C[NH+]2CC[NH2+]CC2,C14H23N3O+2
CC1CN(CCO1)[S](=O)(=O)NC(=O)NCC2CC3CC2C=C3,C14H23N3O4S
CCCCCCC(C(C)O)[N]1C=NC2=C1N=CN=C2N,C14H23N5O
CCCCO[P](=O)(OCCCC)Oc1ccccc1,C14H23O4P
CCCCC(CC)CN[S](=O)(=O)c1ccc(N)cc1,C14H24N2O2S
CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,C14H24N2O3
CC1=CC(=O)N(O)C(=C1)C2CCCCC2.NCCO,C14H24N2O3
CC(C)O[P](=S)(OC(C)C)SCCN[S](=O)(=O)c1ccccc1,C14H24NO4PS3
CC(O)C(C)\C=C/C1CC=C(C)C1(C)C,C14H24O
CC(CCC=O)C1C(=CCCC1(C)C)C,C14H24O
CCOC(=C)C1C(C)(C)CC(=O)CC1(C)C,C14H24O2
CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,C14H24O2
C1CC(CCC1COCC2CO2)COCC3CO3,C14H24O4
CCCOC(=O)C1CCCCC1C(=O)OCCC,C14H24O4
O=C1CCCCCCCCCCC(=O)OCCO1,C14H24O4
CC(C)(C)CC(C)(C)C1CC/C(=N/O)/C(=N\O)/C1,C14H26N2O2
CCCCCCCCCC(C)(C)SSC1=NNC(=S)S1,C14H26N2S4
[Na+].CCCCC(CC)CN(CCC(O)=O)CCC([O-])=O,C14H26NNaO4
CC(CCCC(C)C=O)CCC=C(C)C,C14H26O
CCOC(C)OC(C)(CCC=C(C)C)C=C,C14H26O2
CCCCCCCCCCCC(=O)OC=C,C14H26O2
CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,C14H26O2
CCOC(OCC)\C=C(C)\CCC=C(C)C,C14H26O2
CCCC(=O)OCCC(C)CCC=C(C)C,C14H26O2
CC(C)C(C)C(C)C(O)C#CC(C)C(C)O,C14H26O2
CC(C)CCCCCCCOC(=O)C(C)=C,C14H26O2
OC(=O)CCCCCCCCCCCCC(O)=O,C14H26O4
CCCCCC=O.CCCCC=O.O=CCC=O,C14H26O4
CCOC(=O)CCCCCCCCC(=O)OCC,C14H26O4
CCCCOC(=O)CCCCC(=O)OCCCC,C14H26O4
CCOCCOC(=O)CCCCC(=O)OCCOCC,C14H26O6
CCCC(=O)OCCOCCOCCOC(=O)CCC,C14H26O6
CCCCCCCC(=O)OC1C(O)C(O)OC(CO)C1O,C14H26O7
[Li+].CCCCCCCCCCCCCC([O-])=O,C14H27LiO2
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2C[NH2+]1,C14H27N2O+
[Na+].CCCCCCCCCCCC(=O)OCC[S]([O-])(=O)=O,C14H27NaO5S
C1CCC(NCCNC2CCCCC2)CC1,C14H28N2
CCCCCC(=O)NCCNC(=O)CCCCC,C14H28N2O2
CCCCCCCC(=O)NCCCC[C@H](N)C(O)=O,C14H28N2O3
CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,C14H28NO3PS2
[Na+].[Na+].CC(C)CCCCCCCO.OC(=O)CC(C(O)=O)[S](O)(=O)=O,C14H28Na2O8S+2
CCCCCCCCCCCCC1CO1,C14H28O
CCCCCCCCCCCCCC(O)=O,C14H28O2
COC1(CCCCCCCCCCC1)OC,C14H28O2
CCC(O)COC1CCCCC1C(C)(C)C,C14H28O2
CC(C)(C)OOC1(CCCCC1)OOC(C)(C)C,C14H28O4
CCCCC(CC)COC(=O)OOC(C)(C)CC,C14H28O4
CCCCCCCCSC1C(O)C(O)OC(CO)C1O,C14H28O5S
CCCCCCCCCCCC(=O)N(C)C,C14H29NO
CCCCC(CC)CC(CC)(CC)C(=O)NO,C14H29NO2
CC(C)CC(CC(C)C)(CC(C)C)C(=O)NO,C14H29NO2
CCCCCCC(CCC)(CCC)C(=O)NO,C14H29NO2
CCCCCCCCC(CC)(CC)C(=O)NO,C14H29NO2
CCCCC(CCCC)(CCCC)C(=O)NO,C14H29NO2
CCCCCCCCCCC(C)(C)C(=O)NO,C14H29NO2
CCCCCCCCCCCCCC,C14H30
CCCCCCCCCCC(O)CCC,C14H30O
CCCCCCCCCCCCCCO,C14H30O
CCCCCCCCCCCCOCCO,C14H30O2
CCCCCCCCCCCCN(C)C,C14H31N
CN(C)CCCNC1CC(C)(C)NC(C)(C)C1,C14H31N3
CCCCO[P](=O)(OCCCC)OCCCCOCC,C14H31O5P
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,C14H32N2O4
CCO[Si](CC(C)CC(C)(C)C)(OCC)OCC,C14H32O3Si
CCCCCCCC[Si](OCC)(OCC)OCC,C14H32O3Si
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C14H42O5Si6
Brc1c(Br)c(Br)c(CCc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,C14H4Br10
O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)C3=C1C=CC=C3,C14H4N2O2S2
OC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)Nc2cccc(Cl)c2Cl,C14H5Cl6NO3
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,C14H6Cl2F4N2O2
Clc1ccc(c(Cl)c1)C(=O)OOC(=O)c2ccc(Cl)cc2Cl,C14H6Cl4O4
[Na+].Nc1c(cc(Br)c2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O,C14H7BrNNaO5S
FC1=C(C(=CC=C1)F)C2=NN=C(N=N2)C3=C(Cl)C=CC=C3,C14H7ClF2N4
OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,C14H7ClF3NO5
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,C14H8Br6O2
Clc1ccccc1c2nnc(nn2)c3ccccc3Cl,C14H8Cl2N4
Clc1ccc(cc1)C(=C(Cl)Cl)c2ccccc2Cl,C14H8Cl4
Clc1ccc(cc1)C(=C(Cl)Cl)c2ccc(Cl)cc2,C14H8Cl4
Oc1ccc(cc1C(=O)C(=O)c2cc(ccc2O)[N+]([O-])=O)[N+]([O-])=O,C14H8N2O8
S(Sc1sc2ccccc2n1)c3sc4ccccc4n3,C14H8N2S4
[Zn++].[S-]c1sc2ccccc2n1.[S-]c3sc4ccccc4n3,C14H8N2S4Zn
O=C1c2ccccc2C(=O)c3ccccc13,C14H8O2
O=C1C(=O)c2ccccc2c3ccccc13,C14H8O2
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,C14H8O3
Oc1cccc2C(=O)c3ccccc3C(=O)c12,C14H8O3
Oc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,C14H8O4
OC1=CC=CC2=C1C(=O)C3=C(C=CC=C3O)C2=O,C14H8O4
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,C14H8O4
Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,C14H8O4
Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,C14H8O5
O[S](=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)[S](O)(=O)=O,C14H8O8S2
O[S](=O)(=O)c1cccc2C(=O)c3c(cccc3[S](O)(=O)=O)C(=O)c12,C14H8O8S2
OC(=O)c1ccccc1C(=O)c2ccc(Br)cc2,C14H9BrO3
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,C14H9Cl2NO5
ClC1=CC=C(C=C1)C(C2=C(Cl)C=CC=C2)C(Cl)(Cl)Cl,C14H9Cl5
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,C14H9Cl5
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,C14H9Cl5O
O=C(NC(=O)C1=C(F)C=CC=C1F)NC1=CC=C(Cl)C=C1,C14H9ClF2N2O2
OC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13,C14H9ClO3
OC(=O)c1ccccc1C(=O)c2ccc(Cl)cc2,C14H9ClO3
NC1=C2C=CC=CC2=NC2=CC=CC(C(F)(F)F)=C21,C14H9F3N2
NC1=C2C=CC(C(F)(F)F)=CC2=NC2=C1C=CC=C2,C14H9F3N2
O=C1OC(=Nc2ccccc12)c3ccccc3,C14H9NO2
[O-][N+](=O)c1c2ccccc2cc3ccccc13,C14H9NO2
c1ccc2C(=O)N=C(c3ccccc3)Oc2c1,C14H9NO2
Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,C14H9NO2
O=C(OC1=CC=CC(=C1)N=C=S)C2=CC=CC=C2,C14H9NO2S
Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,C14H9NO3
O=C(C1=CC=CC=C1)C2=CC=CC(=C2)N=C=S,C14H9NOS
C1c2cccc3ccc4cccc1c4c23,C15H10
Clc1ccc(NC(=O)CBr)c(c1)C(=O)c2ccccc2Cl,C15H10BrCl2NO2
Fc1ccccc1C(=O)c2cc(Cl)ccc2NC(=O)CBr,C15H10BrClFNO2
BrC1=CC=CC(NC2=NC=NC3=CC4=C(C=NN4)C=C32)=C1,C15H10BrN5
OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,C15H10Cl2N2O2
ON1CC(=O)N=C2C=CC(=CC2=C1c3ccccc3Cl)Cl,C15H10Cl2N2O2
COC(=O)c1ccc(cc1[N+]([O-])=O)C(=O)Nc2cc(Cl)ccc2Cl,C15H10Cl2N2O5
FC(F)(F)Oc1ccc(NC(=O)NC(=O)c2ccccc2Cl)cc1,C15H10ClF3N2O3
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,C15H10ClN3O3
FC1=C(C2SCC3=NC4=C(C=CC=C4)[N]23)C(=CC=C1)F,C15H10F2N2S
Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F,C15H10F6O2
N#CC(=NNC1=CC=C(C=C1)N=NC2=CC=CC=C2)C#N,C15H10N6
Cc1ccc2C(=O)c3ccccc3C(=O)c2c1,C15H10O2
OC(=O)c1c2ccccc2cc3ccccc13,C15H10O2
OC(=O)c1ccccc1C2OC(=O)c3ccccc23,C15H10O4
CSC1=CC=C2OC3=C(C=C(C=C3)C(O)=O)C(=O)C2=C1,C15H10O4S
C[S](=O)C1=CC=C2OC3=C(C=C(C=C3)C(O)=O)C(=O)C2=C1,C15H10O5S
OC1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC(=C(O)C=C3)O,C15H10O6
Oc1ccc(c(O)c1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2,C15H10O7
OC1=CC2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC=C(O)C(=C3)O)O,C15H10O7
CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,C15H11ClF3NO4
